Moving1.Position[deg],I_aa[A],FluxLinkage(A)[Wb]
43.8,76.6666666666667,0.664789
44.7,76.6666666666667,0.662765
45.6,76.6666666666667,0.642064
46.5,76.6666666666667,0.608059
47.4,76.6666666666667,0.566989
48.3,76.6666666666667,0.523439
49.2000000000001,76.6666666666667,0.477452
50.1000000000001,76.6666666666667,0.430917
51.0000000000001,76.6666666666667,0.384711
51.9,76.6666666666667,0.337201
52.8,76.6666666666667,0.290174
53.7,76.6666666666667,0.242273
54.6,76.6666666666667,0.198725
55.5,76.6666666666667,0.174629
56.4,76.6666666666667,0.1613
57.2999999999999,76.6666666666667,0.152487
58.2,76.6666666666667,0.147232
59.1000000000001,76.6666666666667,0.144296
60.0000000000001,76.6666666666667,0.143194
60.9000000000002,76.6666666666667,0.144305
61.8000000000003,76.6666666666667,0.147224
62.7000000000003,76.6666666666667,0.152586
63.6000000000004,76.6666666666667,0.161261
64.4999999999999,76.6666666666667,0.174462
65.3999999999999,76.6666666666667,0.198936
66.3,76.6666666666667,0.241909
67.2,76.6666666666667,0.290263
68.1000000000001,76.6666666666667,0.337105
69.0000000000001,76.6666666666667,0.384272
69.9000000000002,76.6666666666667,0.43091
70.8000000000003,76.6666666666667,0.477398
71.7000000000003,76.6666666666667,0.52324
72.6000000000004,76.6666666666667,0.566888
73.5000000000005,76.6666666666667,0.60809
74.3999999999999,76.6666666666667,0.640666
75.3,76.6666666666667,0.663333
76.2000000000001,76.6666666666667,0.664718
77.1000000000001,76.6666666666667,0.655444
78.0000000000002,76.6666666666667,0.631108
78.9000000000002,76.6666666666667,0.602282
79.8000000000003,76.6666666666667,0.574046
80.7000000000003,76.6666666666667,0.556212
81.6000000000004,76.6666666666667,0.552453
82.4999999999999,76.6666666666667,0.555768
-7.50000000000002,89.4444444444445,0.619056
-6.60000000000001,89.4444444444445,0.617966
-5.7,89.4444444444445,0.619155
-4.8,89.4444444444445,0.633403
-3.9,89.4444444444445,0.659731
-3,89.4444444444445,0.685075
-2.1,89.4444444444445,0.706515
-1.2,89.4444444444445,0.716499
-0.300000000000001,89.4444444444445,0.709455
0.600000000000001,89.4444444444445,0.684075
1.5,89.4444444444445,0.64605
2.4,89.4444444444445,0.602758
3.3,89.4444444444445,0.55773
4.2,89.4444444444445,0.511788
5.1,89.4444444444445,0.464369
6.00000000000001,89.4444444444445,0.417633
6.90000000000002,89.4444444444445,0.370536
7.80000000000002,89.4444444444445,0.323726
8.70000000000002,89.4444444444445,0.276631
9.60000000000002,89.4444444444445,0.232019
10.5,89.4444444444445,0.203768
11.4,89.4444444444445,0.188227
12.3,89.4444444444445,0.178022
13.2,89.4444444444445,0.171816
14.1,89.4444444444445,0.16842
15,89.4444444444445,0.167108
15.9,89.4444444444445,0.168337
16.8,89.4444444444445,0.171824
17.7,89.4444444444445,0.177994
18.6,89.4444444444445,0.188205
19.5,89.4444444444445,0.203867
20.4,89.4444444444445,0.231825
21.3,89.4444444444445,0.276367
22.2,89.4444444444445,0.323955
23.1,89.4444444444445,0.370494
24,89.4444444444445,0.417785
24.9,89.4444444444445,0.46437
25.8,89.4444444444445,0.511809
26.7,89.4444444444445,0.557697
27.6,89.4444444444445,0.602813
28.5,89.4444444444445,0.646002
29.4,89.4444444444445,0.682487
30.3,89.4444444444445,0.70949
31.2,89.4444444444445,0.716542
32.1,89.4444444444445,0.706545
33,89.4444444444445,0.685106
33.9,89.4444444444445,0.659748
34.8,89.4444444444445,0.633358
35.7,89.4444444444445,0.619054
36.6,89.4444444444445,0.617729
37.5,89.4444444444445,0.619199
38.4,89.4444444444445,0.618197
39.3,89.4444444444445,0.619102
40.2,89.4444444444445,0.633421
41.1,89.4444444444445,0.659738
42,89.4444444444445,0.685083
42.9,89.4444444444445,0.70645
43.8,89.4444444444445,0.716534
44.7,89.4444444444445,0.709379
45.6,89.4444444444445,0.68241
46.5,89.4444444444445,0.645983
47.4,89.4444444444445,0.602838
48.3,89.4444444444445,0.557854
49.2000000000001,89.4444444444445,0.511695
50.1000000000001,89.4444444444445,0.464281
51.0000000000001,89.4444444444445,0.417816
51.9,89.4444444444445,0.370566
